[2026-03-06T05:46:00.393527][INFO] 配置已更新: console_log=error retry_mode=polling
[2026-03-06T06:07:06.073867][DEBUG] ✓ TCP://tracker.renfei.net:8080 (2606:4700:3032::6815:3ab0) 170ms
[2026-03-06T06:07:06.073800][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.31) 172ms
[2026-03-06T06:07:06.074742][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.28) 175ms
[2026-03-06T06:07:06.075162][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.95.29) 163ms
[2026-03-06T06:07:06.075782][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.165) 169ms
[2026-03-06T06:07:06.076099][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.85) 165ms
[2026-03-06T06:07:06.076577][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.23) 176ms
[2026-03-06T06:07:06.076615][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.212) 166ms
[2026-03-06T06:07:06.076516][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.25) 167ms
[2026-03-06T06:07:06.077482][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (172.67.181.132) 162ms
[2026-03-06T06:07:06.077937][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.240) 168ms
[2026-03-06T06:07:06.078036][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.228.79) 167ms
[2026-03-06T06:07:06.077995][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.228.40) 167ms
[2026-03-06T06:07:06.078879][DEBUG] ✓ TCP://ipv4.rer.lol:2710 (211.97.119.76) 0ms
[2026-03-06T06:07:06.078932][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.35) 171ms
[2026-03-06T06:07:06.078970][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.27) 178ms
[2026-03-06T06:07:06.079823][DEBUG] ✓ TCP://tracker.renfei.net:8080 (172.67.162.102) 177ms
[2026-03-06T06:07:06.079895][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.26) 179ms
[2026-03-06T06:07:06.079944][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.53) 168ms
[2026-03-06T06:07:06.080002][DEBUG] ✓ TCP://tracker.renfei.net:8080 (2606:4700:3037::ac43:a266) 177ms
[2026-03-06T06:07:06.080570][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.171) 172ms
[2026-03-06T06:07:06.081171][DEBUG] ✓ TCP://tracker.renfei.net:8080 (104.21.58.176) 178ms
[2026-03-06T06:07:06.081220][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.3) 172ms
[2026-03-06T06:07:06.081264][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.137) 171ms
[2026-03-06T06:07:06.081577][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.241) 172ms
[2026-03-06T06:07:06.081616][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (104.17.12.136) 168ms
[2026-03-06T06:07:06.081654][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.121) 174ms
[2026-03-06T06:07:06.081687][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.91) 172ms
[2026-03-06T06:07:06.082779][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.187.177) 169ms
[2026-03-06T06:07:06.083708][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.24) 181ms
[2026-03-06T06:07:06.083764][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.83) 174ms
[2026-03-06T06:07:06.083803][DEBUG] ✓ UDP://tracker.gmi.gd:6969 (209.141.59.25) 171ms
[2026-03-06T06:07:06.084113][DEBUG] ✓ TCP://207.241.226.111:6969 (207.241.226.111) 181ms
[2026-03-06T06:07:06.084174][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (2606:4700:3035::ac43:8d1a) 177ms
[2026-03-06T06:07:06.084214][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.23) 173ms
[2026-03-06T06:07:06.086029][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.161) 176ms
[2026-03-06T06:07:06.085407][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.55) 178ms
[2026-03-06T06:07:06.085982][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.230) 175ms
[2026-03-06T06:07:06.085083][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (91.216.110.53) 181ms
[2026-03-06T06:07:06.087153][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.166) 174ms
[2026-03-06T06:07:06.086594][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (2606:4700:3034::6815:1258) 171ms
[2026-03-06T06:07:06.087441][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (104.21.18.88) 171ms
[2026-03-06T06:07:06.087501][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.195) 177ms
[2026-03-06T06:07:06.087537][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.104) 176ms
[2026-03-06T06:07:06.087577][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.237) 175ms
[2026-03-06T06:07:06.087865][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.52) 180ms
[2026-03-06T06:07:06.087916][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.243) 177ms
[2026-03-06T06:07:06.087957][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.230.4) 175ms
[2026-03-06T06:07:06.087990][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.72) 177ms
[2026-03-06T06:07:06.088025][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.228.72) 176ms
[2026-03-06T06:07:06.088355][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (2606:4700:3034::6815:36ba) 181ms
[2026-03-06T06:07:06.089198][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.91.155) 181ms
[2026-03-06T06:07:06.090464][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.29) 179ms
[2026-03-06T06:07:06.090518][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.91.151) 180ms
[2026-03-06T06:07:06.091006][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.95.106) 177ms
[2026-03-06T06:07:06.091049][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (2606:4700:3034::ac43:b584) 174ms
[2026-03-06T06:07:06.091322][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.22) 182ms
[2026-03-06T06:07:06.091846][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.38) 180ms
[2026-03-06T06:07:06.091895][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (104.16.160.193) 178ms
[2026-03-06T06:07:06.092459][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.30) 179ms
[2026-03-06T06:07:06.093226][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.39) 180ms
[2026-03-06T06:07:06.098435][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (89.234.156.205) 196ms
[2026-03-06T06:07:06.099796][DEBUG] ✓ UDP://tracker.gmi.gd:6969 (2605:6400:20:6c::) 188ms
[2026-03-06T06:07:06.100199][DEBUG] ✓ UDP://tracker.1h.is:1337 (107.189.4.235) 186ms
[2026-03-06T06:07:06.106869][DEBUG] ✓ TCP://lucke.fenesisu.moe:6969 (207.211.184.229) 201ms
[2026-03-06T06:07:06.111658][DEBUG] ✓ UDP://tracker.opentorrent.top:6969 (81.230.84.201) 192ms
[2026-03-06T06:07:06.113079][DEBUG] ✓ UDP://www.torrent.eu.org:451 (91.216.110.53) 209ms
[2026-03-06T06:07:06.118412][DEBUG] ✓ UDP://tracker.therarbg.to:6969 (84.54.51.78) 201ms
[2026-03-06T06:07:06.120601][DEBUG] ✓ UDP://bittorrent-tracker.e-n-c-r-y-p-t.net:1337 (107.189.2.131) 194ms
[2026-03-06T06:07:06.126617][DEBUG] ✓ UDP://tracker.bluefrog.pw:2710 (88.80.22.67) 211ms
[2026-03-06T06:07:06.131390][DEBUG] ✓ UDP://tracker.playground.ru:6969 (212.42.38.197) 218ms
[2026-03-06T06:07:06.131747][DEBUG] ✓ UDP://d40969.acod.regrucolo.ru:6969 (176.99.7.59) 227ms
[2026-03-06T06:07:06.136582][DEBUG] ✓ UDP://tracker.t-1.org:6969 (107.189.7.165) 227ms
[2026-03-06T06:07:06.147674][DEBUG] ✓ UDP://evan.im:6969 (74.119.150.221) 220ms
[2026-03-06T06:07:06.149523][DEBUG] ✓ UDP://2001:41d0:2:52b1::1:6969 (2001:41d0:2:52b1::1) 237ms
[2026-03-06T06:07:06.152046][DEBUG] ✓ UDP://udp.tracker.projectk.org:23333 (23.175.184.30) 227ms
[2026-03-06T06:07:06.154842][DEBUG] ✓ UDP://tracker.bittor.pw:1337 (34.66.57.33) 241ms
[2026-03-06T06:07:06.160146][DEBUG] ✓ UDP://udp.tracker.projectk.org:23333 (2602:f93b:131:a:be24:11ff:fe79:fff7) 233ms
[2026-03-06T06:07:06.164544][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (2a03:7220:8083:cd00::1) 263ms
[2026-03-06T06:07:06.165592][DEBUG] ✓ TCP://tracker.mywaifu.best:6969 (95.217.167.10) 264ms
[2026-03-06T06:07:06.173105][DEBUG] ✓ UDP://tracker.bluefrog.pw:2710 (2a00:16b0:242:25::14) 254ms
[2026-03-06T06:07:06.173596][DEBUG] ✓ UDP://51.81.222.188:6969 (51.81.222.188) 268ms
[2026-03-06T06:07:06.177665][DEBUG] ✓ TCP://sukebei.tracker.wf:8888 (195.16.73.66) 279ms
[2026-03-06T06:07:06.178428][DEBUG] ✓ UDP://tracker.riverarmy.xyz:6969 (18.232.197.8) 251ms
[2026-03-06T06:07:06.178783][DEBUG] ✓ TCP://tracker.dhitechnical.com:6969 (140.235.237.23) 265ms
[2026-03-06T06:07:06.179258][DEBUG] ✓ UDP://2a03:94e0:ffff:185:243:218:0:213:80 (2a03:94e0:ffff:185:243:218:0:213) 260ms
[2026-03-06T06:07:06.179632][DEBUG] ✓ UDP://tracker.t-1.org:6969 (2605:6400:30:f8f3:1f:b20a:a8c1:1337) 269ms
[2026-03-06T06:07:06.181166][DEBUG] ✓ UDP://tracker.qu.ax:6969 (43.250.54.137) 260ms
[2026-03-06T06:07:06.186261][DEBUG] ✓ UDP://tracker.1h.is:1337 (2605:6400:30:f922:35d4:58f4:75eb:1337) 275ms
[2026-03-06T06:07:06.186624][DEBUG] ✓ UDP://www.torrent.eu.org:451 (2001:912:800:208::53) 282ms
[2026-03-06T06:07:06.188390][DEBUG] ✓ UDP://bittorrent-tracker.e-n-c-r-y-p-t.net:1337 (2605:6400:30:fad6::dead:c0d3) 245ms
[2026-03-06T06:07:06.189765][DEBUG] ✓ TCP://ttk2.nbaonlineservice.com:80 (54.39.48.3) 285ms
[2026-03-06T06:07:06.192808][DEBUG] ✓ UDP://ns575949.ip-51-222-82.net:6969 (51.222.82.36) 276ms
[2026-03-06T06:07:06.199660][DEBUG] ✓ UDP://retracker.lanta.me:2710 (37.235.176.37) 291ms
[2026-03-06T06:07:06.203748][DEBUG] ✓ UDP://tracker.fnix.net:6969 (2a04:52c0:129:4157::a80) 302ms
[2026-03-06T06:07:06.215395][DEBUG] ✓ UDP://tracker.waaa.moe:6969 (216.144.239.90) 301ms
[2026-03-06T06:07:06.215845][DEBUG] ✓ UDP://tracker.breizh.pm:6969 (2a01:e0a:ebd:2640:ba27:ebff:fe2c:db88) 283ms
[2026-03-06T06:07:06.235840][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.66.132.230) 159ms
[2026-03-06T06:07:06.238107][DEBUG] ✓ UDP://tracker.bittor.pw:1337 (2600:1900:4001:4b5:8000::) 324ms
[2026-03-06T06:07:06.244750][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (104.21.53.179) 170ms
[2026-03-06T06:07:06.245229][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (172.67.216.25) 171ms
[2026-03-06T06:07:06.245837][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (2606:4700:3036::6815:3985) 168ms
[2026-03-06T06:07:06.247121][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.67.187.230) 169ms
[2026-03-06T06:07:06.248224][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (104.21.56.230) 171ms
[2026-03-06T06:07:06.253787][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (2606:4700:3035::6815:35b3) 178ms
[2026-03-06T06:07:06.255151][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (2606:4700:3034::ac43:d819) 180ms
[2026-03-06T06:07:06.258386][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (2606:4700:3035::ac43:a410) 180ms
[2026-03-06T06:07:06.260287][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.66.140.230) 184ms
[2026-03-06T06:07:06.309276][DEBUG] ✓ UDP://tracker.ixuexi.click:6969 (173.201.36.219) 243ms
[2026-03-06T06:07:06.318545][DEBUG] ✓ TCP://2c0f:f4c0::108:80 (2c0f:f4c0::108) 413ms
[2026-03-06T06:07:06.351329][DEBUG] ✓ UDP://44.30.4.70:6969 (44.30.4.70) 274ms
[2026-03-06T06:07:06.378778][DEBUG] ✓ UDP://6ahddutb1ucc3cp.ru:6969 (185.189.13.108) 310ms
[2026-03-06T06:07:06.470595][DEBUG] ✓ UDP://t.overflow.biz:6969 (187.56.163.25) 400ms
[2026-03-06T06:07:16.005570][DEBUG] ✓ UDP://speedtest.iperson.xyz:6969 (240e:355:7f1f:d900:e2e1:a9ff:fe1a:1f93) 42ms
[2026-03-06T06:07:16.110670][DEBUG] ✓ UDP://tracker.xn--djrq4gl4hvoi.top:80 (154.201.75.73) 177ms
[2026-03-06T06:07:16.161730][DEBUG] ✓ UDP://torrentvpn.club:6990 (31.57.241.202) 228ms
[2026-03-06T06:07:16.337643][DEBUG] ✓ UDP://tracker.plx.im:6969 (54.36.179.216) 265ms
[2026-03-06T06:07:16.402021][DEBUG] ✓ UDP://open.demonii.com:1337 (2a06:1280:f115::2) 313ms
[2026-03-06T06:07:25.934882][DEBUG] ✓ UDP://bt.rer.lol:6969 (2408:8248:412:cf90::1) 0ms
[2026-03-06T06:07:26.107851][DEBUG] ✓ UDP://tracker.opentrackr.org:1337 (93.158.213.92) 175ms
[2026-03-06T06:07:26.109808][DEBUG] ✓ UDP://open.dstud.io:6969 (212.8.249.30) 175ms
[2026-03-06T06:07:26.173920][DEBUG] ✓ UDP://tracker.breizh.pm:6969 (82.67.183.86) 240ms
[2026-03-06T06:07:26.366437][DEBUG] ✓ UDP://tracker.srv00.com:6969 (147.45.77.75) 278ms
[2026-03-06T06:07:41.161725][DEBUG] ✓ UDP://176.123.1.180:6969 (176.123.1.180) 244ms
[2026-03-06T06:07:41.178876][DEBUG] ✓ UDP://tracker.qu.ax:6969 (2406:4fc0:1002::137) 245ms
[2026-03-06T06:07:41.266595][DEBUG] ✓ UDP://bandito.byterunner.io:6969 (103.251.166.126) 194ms
[2026-03-06T06:07:41.366698][DEBUG] ✓ UDP://tracker.srv00.com:6969 (91.186.213.204) 278ms
[2026-03-06T06:08:11.091567][DEBUG] ✓ UDP://uabits.today:6990 (163.5.63.253) 158ms
[2026-03-06T06:08:11.287841][DEBUG] ✓ UDP://open.demonii.com:1337 (185.121.168.96) 199ms
[2026-03-06T06:08:11.322786][DEBUG] ✓ UDP://tracker.ixuexi.click:6969 (2a01:7a7:2:3ed6:225:90ff:fefb:3dfc) 249ms
[2026-03-06T06:08:11.325858][INFO] 轮检完成 | 总:145 [v4:115 v6:30] | 在线:145 [v4:115 v6:30]
[2026-03-06T06:08:41.346753][DEBUG] ✓ TCP://ipv6.rer.lol:6969 (2408:8248:481:5b:5d95:b88b:f1ea:c8e7) 0ms
[2026-03-06T06:08:41.373343][DEBUG] ✓ UDP://bt.rer.lol:6969 (2408:8248:412:cf90::1) 7ms
[2026-03-06T06:08:41.377564][DEBUG] ✓ UDP://admin.52ywp.com:6969 (60.172.236.18) 28ms
[2026-03-06T06:08:41.422845][DEBUG] ✓ UDP://speedtest.iperson.xyz:6969 (240e:355:7f1f:d900:e2e1:a9ff:fe1a:1f93) 43ms
[2026-03-06T06:08:41.493651][DEBUG] ✓ TCP://207.241.226.111:6969 (207.241.226.111) 148ms
[2026-03-06T06:08:41.513347][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.228.40) 158ms
[2026-03-06T06:08:41.513773][DEBUG] ✓ TCP://tracker.renfei.net:8080 (2606:4700:3032::6815:3ab0) 167ms
[2026-03-06T06:08:41.514207][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.241) 161ms
[2026-03-06T06:08:41.516381][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.23) 162ms
[2026-03-06T06:08:41.516776][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.27) 172ms
[2026-03-06T06:08:41.518127][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.28) 174ms
[2026-03-06T06:08:41.518440][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (104.18.19.205) 167ms
[2026-03-06T06:08:41.518928][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.29) 173ms
[2026-03-06T06:08:41.518802][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.240) 165ms
[2026-03-06T06:08:41.519292][DEBUG] ✓ TCP://tracker.renfei.net:8080 (172.67.162.102) 172ms
[2026-03-06T06:08:41.519988][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.187.177) 163ms
[2026-03-06T06:08:41.520046][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.198) 167ms
[2026-03-06T06:08:41.519351][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.166) 162ms
[2026-03-06T06:08:41.520121][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.165) 169ms
[2026-03-06T06:08:41.520203][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.24) 175ms
[2026-03-06T06:08:41.520260][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.25) 175ms
[2026-03-06T06:08:41.520312][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.26) 176ms
[2026-03-06T06:08:41.521604][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.3) 168ms
[2026-03-06T06:08:41.522576][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.161) 167ms
[2026-03-06T06:08:41.522524][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.212) 166ms
[2026-03-06T06:08:41.523512][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.79) 171ms
[2026-03-06T06:08:41.523078][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.22) 178ms
[2026-03-06T06:08:41.523589][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.171) 170ms
[2026-03-06T06:08:41.523472][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.32) 178ms
[2026-03-06T06:08:41.524896][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (104.21.18.88) 165ms
[2026-03-06T06:08:41.523547][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.137) 169ms
[2026-03-06T06:08:41.525345][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.237) 168ms
[2026-03-06T06:08:41.525404][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.85) 169ms
[2026-03-06T06:08:41.525445][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.31) 179ms
[2026-03-06T06:08:41.526018][DEBUG] ✓ TCP://tracker.renfei.net:8080 (104.21.58.176) 178ms
[2026-03-06T06:08:41.526077][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.230.4) 170ms
[2026-03-06T06:08:41.526118][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (172.67.181.132) 166ms
[2026-03-06T06:08:41.526161][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.30) 181ms
[2026-03-06T06:08:41.528252][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.23) 181ms
[2026-03-06T06:08:41.526997][DEBUG] ✓ TCP://ipv4.rer.lol:2710 (211.97.119.76) 0ms
[2026-03-06T06:08:41.527047][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (2606:4700:3035::ac43:8d1a) 176ms
[2026-03-06T06:08:41.527088][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.228.79) 171ms
[2026-03-06T06:08:41.528201][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.195) 172ms
[2026-03-06T06:08:41.528545][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.83) 175ms
[2026-03-06T06:08:41.529362][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.52) 176ms
[2026-03-06T06:08:41.529413][DEBUG] ✓ TCP://tracker.renfei.net:8080 (2606:4700:3037::ac43:a266) 180ms
[2026-03-06T06:08:41.529461][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.224) 171ms
[2026-03-06T06:08:41.529503][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.39) 171ms
[2026-03-06T06:08:41.529545][DEBUG] ✓ UDP://tracker.fnix.net:6969 (5.255.124.190) 184ms
[2026-03-06T06:08:41.529584][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.55) 177ms
[2026-03-06T06:08:41.529624][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.91.151) 175ms
[2026-03-06T06:08:41.529983][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (104.25.73.167) 175ms
[2026-03-06T06:08:41.530028][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (2606:4700:3034::6815:1258) 170ms
[2026-03-06T06:08:41.530070][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (104.16.160.193) 172ms
[2026-03-06T06:08:41.530349][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.95.29) 173ms
[2026-03-06T06:08:41.531153][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.25) 176ms
[2026-03-06T06:08:41.531707][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.38) 175ms
[2026-03-06T06:08:41.532265][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.35) 178ms
[2026-03-06T06:08:41.532613][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.177) 174ms
[2026-03-06T06:08:41.533189][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.91) 177ms
[2026-03-06T06:08:41.533518][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.53) 175ms
[2026-03-06T06:08:41.533560][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.243) 177ms
[2026-03-06T06:08:41.533831][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.230) 178ms
[2026-03-06T06:08:41.533871][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (91.216.110.53) 184ms
[2026-03-06T06:08:41.534157][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (104.17.12.136) 175ms
[2026-03-06T06:08:41.534206][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.22) 179ms
[2026-03-06T06:08:41.534253][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.104) 177ms
[2026-03-06T06:08:41.534294][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.91.155) 180ms
[2026-03-06T06:08:41.534888][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.72) 179ms
[2026-03-06T06:08:41.534935][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.95.106) 178ms
[2026-03-06T06:08:41.534975][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.30) 177ms
[2026-03-06T06:08:41.536352][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (2606:4700:3034::6815:36ba) 184ms
[2026-03-06T06:08:41.537464][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.228.72) 179ms
[2026-03-06T06:08:41.538228][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (2606:4700:3034::ac43:b584) 176ms
[2026-03-06T06:08:41.538277][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.29) 182ms
[2026-03-06T06:08:41.538554][DEBUG] ✓ UDP://torrentvpn.club:6990 (31.57.241.202) 166ms
[2026-03-06T06:08:41.538600][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.121) 186ms
[2026-03-06T06:08:41.538635][DEBUG] ✓ UDP://tracker.gmi.gd:6969 (209.141.59.25) 183ms
[2026-03-06T06:08:41.541578][DEBUG] ✓ UDP://uabits.today:6990 (163.5.63.253) 173ms
[2026-03-06T06:08:41.548347][DEBUG] ✓ UDP://d40969.acod.regrucolo.ru:6969 (176.99.7.59) 202ms
[2026-03-06T06:08:41.548936][DEBUG] ✓ UDP://www.torrent.eu.org:451 (91.216.110.53) 201ms
[2026-03-06T06:08:41.553084][DEBUG] ✓ UDP://tracker.t-1.org:6969 (107.189.7.165) 197ms
[2026-03-06T06:08:41.554465][DEBUG] ✓ TCP://lucke.fenesisu.moe:6969 (207.211.184.229) 205ms
[2026-03-06T06:08:41.559079][DEBUG] ✓ UDP://tracker.1h.is:1337 (107.189.4.235) 198ms
[2026-03-06T06:08:41.560539][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (89.234.156.205) 212ms
[2026-03-06T06:08:41.560903][DEBUG] ✓ UDP://tracker.bluefrog.pw:2710 (88.80.22.67) 198ms
[2026-03-06T06:08:41.562670][DEBUG] ✓ UDP://tracker.playground.ru:6969 (212.42.38.197) 207ms
[2026-03-06T06:08:41.582457][DEBUG] ✓ UDP://tracker.opentorrent.top:6969 (81.230.84.201) 219ms
[2026-03-06T06:08:41.590468][DEBUG] ✓ UDP://open.dstud.io:6969 (212.8.249.30) 220ms
[2026-03-06T06:08:41.594797][DEBUG] ✓ UDP://udp.tracker.projectk.org:23333 (23.175.184.30) 227ms
[2026-03-06T06:08:41.596195][DEBUG] ✓ UDP://bittorrent-tracker.e-n-c-r-y-p-t.net:1337 (107.189.2.131) 227ms
[2026-03-06T06:08:41.598904][DEBUG] ✓ UDP://176.123.1.180:6969 (176.123.1.180) 247ms
[2026-03-06T06:08:41.603236][DEBUG] ✓ UDP://tracker.fnix.net:6969 (2a04:52c0:129:4157::a80) 256ms
[2026-03-06T06:08:41.605935][DEBUG] ✓ TCP://sukebei.tracker.wf:8888 (195.16.73.66) 263ms
[2026-03-06T06:08:41.606324][DEBUG] ✓ UDP://tracker.bittor.pw:1337 (34.66.57.33) 249ms
